from;to;tipo;cite
br-presidente-da-republica;br-ministro-chefe-secretaria-de-relacoes-institucionais;nomeia;Lei 14.600/2023 art. 46
br-ministro-chefe-secretaria-de-comunicacao-social;br-secretaria-de-comunicacao-social;chefia;Lei 14.600/2023 art. 46
br-presidente-da-republica;br-ministro-chefe-secretaria-de-comunicacao-social;nomeia;Lei 14.600/2023 art. 46
br-ministro-chefe-gabinete-de-seguranca-institucional;br-gabinete-de-seguranca-institucional;chefia;Lei 14.600/2023 art. 46
br-presidente-da-republica;br-ministro-chefe-gabinete-de-seguranca-institucional;nomeia;Lei 14.600/2023 art. 46
br-advogado-geral-da-uniao;br-advocacia-geral-da-uniao;chefia;"CF/88 art. 131 §1º; Lei 14.600/2023 art. 47"
br-presidente-da-republica;br-advogado-geral-da-uniao;nomeia;"CF/88 art. 131 §1º; Lei 14.600/2023 art. 47"
br-anatel-dirigente;br-anatel;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-anatel-dirigente;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-anatel-dirigente;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-anatel-diretor;br-anatel;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-anatel-diretor;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-anatel-diretor;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-aneel-dirigente;br-aneel;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-aneel-dirigente;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-aneel-dirigente;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-aneel-diretor;br-aneel;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-aneel-diretor;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-aneel-diretor;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-anp-dirigente;br-anp;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-anp-dirigente;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-anp-dirigente;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-anp-diretor;br-anp;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-anp-diretor;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-anp-diretor;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-anm-dirigente;br-anm;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-anm-dirigente;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-anm-dirigente;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-anm-diretor;br-anm;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-anm-diretor;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-anm-diretor;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-anvisa-dirigente;br-anvisa;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-anvisa-dirigente;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-anvisa-dirigente;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-anvisa-diretor;br-anvisa;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-anvisa-diretor;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-anvisa-diretor;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-ans-dirigente;br-ans;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-ans-dirigente;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-ans-dirigente;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-ans-diretor;br-ans;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-ans-diretor;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-ans-diretor;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-ana-dirigente;br-ana;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-ana-dirigente;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-ana-dirigente;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-ana-diretor;br-ana;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-ana-diretor;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-ana-diretor;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-antt-dirigente;br-antt;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-antt-dirigente;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-antt-dirigente;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-antt-diretor;br-antt;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-antt-diretor;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-antt-diretor;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-antaq-dirigente;br-antaq;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-antaq-dirigente;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-antaq-dirigente;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-antaq-diretor;br-antaq;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-antaq-diretor;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-antaq-diretor;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-anac-dirigente;br-anac;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-anac-dirigente;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-anac-dirigente;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-anac-diretor;br-anac;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-anac-diretor;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-anac-diretor;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-ancine-dirigente;br-ancine;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-ancine-dirigente;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-ancine-dirigente;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-ancine-diretor;br-ancine;chefia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-da-republica;br-ancine-diretor;nomeia;"Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-senado-federal;br-ancine-diretor;sabatina;"CF/88 art. 52 III-IV; Lei 9.986/2000 art. 5º; Lei 13.848/2019; CF/88 art. 52 III f"
br-presidente-do-banco-central;br-banco-central-do-brasil;chefia;"LC 179/2021 arts. 3º-4º; CF/88 art. 52 III d"
br-presidente-da-republica;br-presidente-do-banco-central;nomeia;"LC 179/2021 arts. 3º-4º; CF/88 art. 52 III d"
br-senado-federal;br-presidente-do-banco-central;sabatina;"CF/88 art. 52 III-IV; LC 179/2021 arts. 3º-4º; CF/88 art. 52 III d"
br-diretor-do-banco-central;br-banco-central-do-brasil;chefia;"LC 179/2021 arts. 3º-4º; CF/88 art. 52 III d"
br-presidente-da-republica;br-diretor-do-banco-central;nomeia;"LC 179/2021 arts. 3º-4º; CF/88 art. 52 III d"
br-senado-federal;br-diretor-do-banco-central;sabatina;"CF/88 art. 52 III-IV; LC 179/2021 arts. 3º-4º; CF/88 art. 52 III d"
br-presidente-da-cvm;br-comissao-de-valores-mobiliarios;chefia;Lei 6.385/1976 art. 6º
br-presidente-da-republica;br-presidente-da-cvm;nomeia;Lei 6.385/1976 art. 6º
br-senado-federal;br-presidente-da-cvm;sabatina;"CF/88 art. 52 III-IV; Lei 6.385/1976 art. 6º"
br-diretor-da-cvm;br-comissao-de-valores-mobiliarios;chefia;Lei 6.385/1976 art. 6º
br-presidente-da-republica;br-diretor-da-cvm;nomeia;Lei 6.385/1976 art. 6º
br-senado-federal;br-diretor-da-cvm;sabatina;"CF/88 art. 52 III-IV; Lei 6.385/1976 art. 6º"
br-presidente-do-cade;br-cade;chefia;Lei 12.529/2011 art. 6º
br-presidente-da-republica;br-presidente-do-cade;nomeia;Lei 12.529/2011 art. 6º
br-senado-federal;br-presidente-do-cade;sabatina;"CF/88 art. 52 III-IV; Lei 12.529/2011 art. 6º"
br-conselheiro-do-cade;br-cade;chefia;Lei 12.529/2011 art. 6º
br-presidente-da-republica;br-conselheiro-do-cade;nomeia;Lei 12.529/2011 art. 6º
br-senado-federal;br-conselheiro-do-cade;sabatina;"CF/88 art. 52 III-IV; Lei 12.529/2011 art. 6º"
br-diretor-presidente-da-anpd;br-anpd;chefia;Lei 13.709/2018 art. 55-D
br-presidente-da-republica;br-diretor-presidente-da-anpd;nomeia;Lei 13.709/2018 art. 55-D
br-senado-federal;br-diretor-presidente-da-anpd;sabatina;"CF/88 art. 52 III-IV; Lei 13.709/2018 art. 55-D"
br-diretor-da-anpd;br-anpd;chefia;Lei 13.709/2018 art. 55-D
br-presidente-da-republica;br-diretor-da-anpd;nomeia;Lei 13.709/2018 art. 55-D
br-senado-federal;br-diretor-da-anpd;sabatina;"CF/88 art. 52 III-IV; Lei 13.709/2018 art. 55-D"
br-superintendente-da-susep;br-superintendencia-de-seguros-privados;chefia;Decreto-Lei 73/1966 art. 36
br-presidente-da-republica;br-superintendente-da-susep;nomeia;Decreto-Lei 73/1966 art. 36
br-inss-dirigente;br-inss;chefia;"CF/88 art. 84 XXV; Lei 8.029/1990 art. 17"
br-presidente-da-republica;br-inss-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 8.029/1990 art. 17"
br-ibama-dirigente;br-ibama;chefia;"CF/88 art. 84 XXV; Lei 7.735/1989"
br-presidente-da-republica;br-ibama-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 7.735/1989"
br-icmbio-dirigente;br-icmbio;chefia;"CF/88 art. 84 XXV; Lei 11.516/2007"
br-presidente-da-republica;br-icmbio-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 11.516/2007"
br-funai-dirigente;br-funai;chefia;"CF/88 art. 84 XXV; Lei 5.371/1967"
br-presidente-da-republica;br-funai-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 5.371/1967"
br-incra-dirigente;br-incra;chefia;"CF/88 art. 84 XXV; Decreto-Lei 1.110/1970"
br-presidente-da-republica;br-incra-dirigente;nomeia;"CF/88 art. 84 XXV; Decreto-Lei 1.110/1970"
br-inep-dirigente;br-inep;chefia;"CF/88 art. 84 XXV; Lei 9.448/1997"
br-presidente-da-republica;br-inep-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 9.448/1997"
br-fnde-dirigente;br-fnde;chefia;"CF/88 art. 84 XXV; Lei 5.537/1968; Decreto 9.007/2017"
br-presidente-da-republica;br-fnde-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 5.537/1968; Decreto 9.007/2017"
br-capes-dirigente;br-capes;chefia;"CF/88 art. 84 XXV; Lei 8.405/1992"
br-presidente-da-republica;br-capes-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 8.405/1992"
br-cnpq-dirigente;br-cnpq;chefia;"CF/88 art. 84 XXV; Lei 6.129/1974"
br-presidente-da-republica;br-cnpq-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 6.129/1974"
br-ibge-dirigente;br-ibge;chefia;"CF/88 art. 84 XXV; Lei 5.878/1973"
br-presidente-da-republica;br-ibge-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 5.878/1973"
br-ipea-dirigente;br-ipea;chefia;"CF/88 art. 84 XXV; Decreto 7.142/2010"
br-presidente-da-republica;br-ipea-dirigente;nomeia;"CF/88 art. 84 XXV; Decreto 7.142/2010"
br-enap-dirigente;br-enap;chefia;"CF/88 art. 84 XXV; Lei 6.871/1980; Lei 8.140/1990"
br-presidente-da-republica;br-enap-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 6.871/1980; Lei 8.140/1990"
br-iphan-dirigente;br-iphan;chefia;"CF/88 art. 84 XXV; Lei 8.113/1990"
br-presidente-da-republica;br-iphan-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 8.113/1990"
br-funarte-dirigente;br-funarte;chefia;"CF/88 art. 84 XXV; Lei 6.312/1975"
br-presidente-da-republica;br-funarte-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 6.312/1975"
br-biblioteca-nacional-dirigente;br-biblioteca-nacional;chefia;"CF/88 art. 84 XXV; Lei 8.029/1990 art. 22; Decreto 8.297/2014"
br-presidente-da-republica;br-biblioteca-nacional-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 8.029/1990 art. 22; Decreto 8.297/2014"
br-fundacao-cultural-palmares-dirigente;br-fundacao-cultural-palmares;chefia;"CF/88 art. 84 XXV; Lei 7.668/1988"
br-presidente-da-republica;br-fundacao-cultural-palmares-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 7.668/1988"
br-funasa-dirigente;br-funasa;chefia;"CF/88 art. 84 XXV; Lei 8.029/1990 art. 14; Decreto 100/1991"
br-presidente-da-republica;br-funasa-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 8.029/1990 art. 14; Decreto 100/1991"
br-dnocs-dirigente;br-dnocs;chefia;"CF/88 art. 84 XXV; Lei 4.229/1963"
br-presidente-da-republica;br-dnocs-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 4.229/1963"
br-dnit-dirigente;br-dnit;chefia;"CF/88 art. 84 XXV; Lei 10.233/2001 arts. 79-83"
br-presidente-da-republica;br-dnit-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 10.233/2001 arts. 79-83"
br-instituto-nacional-da-propriedade-industrial-dirigente;br-instituto-nacional-da-propriedade-industrial;chefia;"CF/88 art. 84 XXV; Lei 5.648/1970"
br-presidente-da-republica;br-instituto-nacional-da-propriedade-industrial-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 5.648/1970"
br-inmetro-dirigente;br-inmetro;chefia;"CF/88 art. 84 XXV; Lei 5.966/1973"
br-presidente-da-republica;br-inmetro-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 5.966/1973"
br-previc-dirigente;br-previc;chefia;"CF/88 art. 84 XXV; Lei 12.154/2009"
br-presidente-da-republica;br-previc-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 12.154/2009"
br-agencia-espacial-brasileira-dirigente;br-agencia-espacial-brasileira;chefia;"CF/88 art. 84 XXV; Lei 8.854/1994"
br-presidente-da-republica;br-agencia-espacial-brasileira-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 8.854/1994"
br-cnen-dirigente;br-cnen;chefia;"CF/88 art. 84 XXV; Lei 4.118/1962; Lei 14.222/2021"
br-presidente-da-republica;br-cnen-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 4.118/1962; Lei 14.222/2021"
br-iti-dirigente;br-iti;chefia;"CF/88 art. 84 XXV; MP 2.200-2/2001"
br-presidente-da-republica;br-iti-dirigente;nomeia;"CF/88 art. 84 XXV; MP 2.200-2/2001"
br-funag-dirigente;br-funag;chefia;"CF/88 art. 84 XXV; Lei 5.717/1971"
br-presidente-da-republica;br-funag-dirigente;nomeia;"CF/88 art. 84 XXV; Lei 5.717/1971"
br-sudene-dirigente;br-sudene;chefia;"CF/88 art. 84 XXV; LC 125/2007"
br-presidente-da-republica;br-sudene-dirigente;nomeia;"CF/88 art. 84 XXV; LC 125/2007"
br-sudam-dirigente;br-sudam;chefia;"CF/88 art. 84 XXV; LC 124/2007"
br-presidente-da-republica;br-sudam-dirigente;nomeia;"CF/88 art. 84 XXV; LC 124/2007"
br-sudeco-dirigente;br-sudeco;chefia;"CF/88 art. 84 XXV; LC 129/2009"
br-presidente-da-republica;br-sudeco-dirigente;nomeia;"CF/88 art. 84 XXV; LC 129/2009"
br-fiocruz-dirigente;br-fiocruz;chefia;Decreto 4.725/2003 art. 6º
br-presidente-da-republica;br-fiocruz-dirigente;nomeia;Decreto 4.725/2003 art. 6º
br-petrobras-dirigente;br-petrobras;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-petrobras-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-banco-do-brasil-dirigente;br-banco-do-brasil;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-banco-do-brasil-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-caixa-economica-federal-dirigente;br-caixa-economica-federal;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-caixa-economica-federal-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-bndes-dirigente;br-bndes;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-bndes-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-correios-dirigente;br-correios;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-correios-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-empresa-brasil-de-comunicacao-dirigente;br-empresa-brasil-de-comunicacao;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-empresa-brasil-de-comunicacao-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-embrapa-dirigente;br-embrapa;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-embrapa-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-conab-dirigente;br-conab;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-conab-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-serpro-dirigente;br-serpro;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-serpro-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-dataprev-dirigente;br-dataprev;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-dataprev-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-codevasf-dirigente;br-codevasf;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-codevasf-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-infra-sa-dirigente;br-infra-sa;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-infra-sa-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-infraero-dirigente;br-infraero;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-infraero-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-telebras-dirigente;br-telebras;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-telebras-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-empresa-de-pesquisa-energetica-dirigente;br-empresa-de-pesquisa-energetica;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-empresa-de-pesquisa-energetica-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-finep-dirigente;br-finep;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-finep-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-ebserh-dirigente;br-ebserh;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-ebserh-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-casa-da-moeda-do-brasil-dirigente;br-casa-da-moeda-do-brasil;chefia;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-presidente-da-republica;br-casa-da-moeda-do-brasil-dirigente;indica;"Lei 13.303/2016 arts. 13-17; estatuto social"
br-secretario-especial-da-receita-federal;br-receita-federal-do-brasil;chefia;"Lei 11.457/2007; Decreto de estrutura regimental do MF"
br-presidente-da-republica;br-secretario-especial-da-receita-federal;nomeia;"Lei 11.457/2007; Decreto de estrutura regimental do MF"
br-secretario-do-tesouro-nacional;br-secretaria-do-tesouro-nacional;chefia;Decreto de estrutura regimental do MF
br-presidente-da-republica;br-secretario-do-tesouro-nacional;nomeia;Decreto de estrutura regimental do MF
